review,sentiment,processed_text
"The Dukes of Hazzard will academy awards!! Best actor and actress 4 the persons who can say with a straight face that this was a great movie.<br /><br />This ""movie"" was a torture to watch. So sad how an weekly half hour entertainment was destroyed by these amateurs.The only good thing about this crap was the car! I remember when Daisy was a real threat to look 4ward 2. Who's the moron that decided that Jessica Simpson is hot?! We know she can't act but come on. In the TV show Daisy was a fox and brunette.<br /><br />All members who contributed in these waste of time please please please don't even think about makin a sequel, a prequel or anything that's got 2 do with a former TV show.<br /><br />I gave a empty DVD so this ""movie"" could be burned 4 me. I sat trough it and i want my money back!",negative,the dukes of hazzard will academy award best actor and actress the persons who can say with a straight face that this be a great br br this movie be a torture to watch so sad how an weekly half hour entertainment be destroy by these only good thing about this crap be the car i remember when daisy be a real threat to look who the moron that decide that jessica simpson be hot we know she ca act but come on in the tv show daisy be a fox and br br all members who contribute in these waste of time please please please do even think about makin a sequel a prequel or anything that get do with a former tv br br i give a empty dvd so this movie could be burn me i sit trough it and i want my money back
"A grumpy old baronet, happily unmarried, decides to send for his three grown-up illegitimate children and provide them a home at his manor. To his surprise, he finds himself bonding with his uninhibited American daughter. Can he find satisfaction in his new role as THE BACHELOR FATHER?<br /><br />This 1931 film, in which he gives a robust performance, marked the arrival at MGM of elderly Sir C. Aubrey Smith, very soon to be one of Hollywood's most valuable character actors. With his great hooked nose & beetling brows, Sir Aubrey looked every inch the part of the duke or general or statesman he would play so often. The acknowledged leader of the British community in Hollywood, Sir Aubrey would also champion the game of criquet in Southern California. He would remain very much in demand in studios all over town, right up to his death in 1948.<br /><br />The film's top-billed star is Marion Davies. Best remembered today as the mistress of media mogul William Randolph Hearst & the chatelaine of Hearst Castle, the most fabulous residence on the West Coast, she was actually a very talented & pretty comedienne. For a few years, Hearst attempted to make her the queen of MGM (with her own production company & a huge bungalow-dressing room) but the studio already had several other queens - Dressler, Garbo, Shearer, Crawford - and he eventually moved her to Warner Bros. Here Miss Davies gets a chance to joke & clown and her scenes with Sir Aubrey are entertaining.<br /><br />Her love interest is played by Ralph Forbes, a handsome young British actor who was just starting to find good films (THE TRAIL OF 98) as the silent days ended. He had all the qualities for major stardom, but sadly it was not to be. Celebrity would come to Ray Milland, here making one of his first screen appearances. Halliwell Hobbes & Doris Lloyd also appear to advantage.",positive,a grumpy old baronet happily unmarried decide to send for his three illegitimate children and provide them a home at his manor to his surprise he find himself bond with his uninhibited american daughter can he find satisfaction in his new role as the bachelor father br br this film in which he give a robust performance mark the arrival at mgm of elderly sir aubrey smith very soon to be one of hollywood most valuable character actors with his great hook nose beetle brows sir aubrey look every inch the part of the duke or general or statesman he would play so often the acknowledge leader of the british community in hollywood sir aubrey would also champion the game of criquet in southern california he would remain very much in demand in studios all over town right up to his death in br br the film star be marion davies best remember today as the mistress of media mogul william randolph hearst the chatelaine of hearst castle the most fabulous residence on the west coast she be actually a very talented pretty comedienne for a few years hearst attempt to make her the queen of mgm with her own production company a huge room but the studio already have several other queen dressler garbo shearer crawford and he eventually move her to warner bros here miss davies get a chance to joke clown and her scenes with sir aubrey be br br her love interest be play by ralph forbes a handsome young british actor who be just start to find good film the trail of as the silent days end he have all the qualities for major stardom but sadly it be not to be celebrity would come to ray milland here make one of his first screen appearances halliwell hobbes doris lloyd also appear to advantage
"Style but no substance. Not as funny as it should be. Not as deep as it wants to be.<br /><br />This is another in the genre of films about the difficulties of filmmaking. A young filmaker is hired to finish a campy 60s sci-fi movie called Codename:Dragonfly. Think Barbarella, or Danger Diabolique.<br /><br />But Jeremy Davies is an angst-ridden filmmaker. He's no hack he's an artist. The movie he wants to make is a diary of his life. Hardly original.<br /><br />All the characters outside of Jeremy Davies filmmaker are as thin as rice-paper. Characters that might be interesting, such as his father, his doppelganger, or Jason Schwarzmann as a hack director are introduced and then shown the door without adding a thing.<br /><br />This movie is full of eye candy but when compared to other films about filmmakers such as Stardust Memories or 8 1/2 it pales in comparison. Those movies are funny, provocative with well-developed characters. Those movies have lessons that apply outside<br /><br />The movie wants to be comic and campy but its just derivative and there is not one funny scene. The filmmakers describe it as a send-up but what's the satirical target? The actors say it's an homage but I think I would rather a full-length version of Codename:Dragonfly.<br /><br />Coppola is clearly amused by the setting as is evident by the visual humor of the sci-fi movie within a movie. But he fails to share why we should be amused.<br /><br />Outside of the sci-fi movie its just a mess. There are continuity errors, the filmmaker chooses a sci-fi weapon after its already been chosen. What?<br /><br />Just because he has a scene were the filmmaker is confronted by the critics complaining about the lack of story, lack of a point, a scene where he admits empty cleverness does not mean that he has addressed those criticisms.<br /><br />I guess if your Roman Coppola you can get away with making a movie about an angst-ridden idealistic filmmaker who doesn't know what he wants to say and so ends up saying nothing. In that sense it may be considered autobiograhical.<br /><br />I would watch it at Circuit City on a wall full of TVs if I had a choice. Watch the 15-minute Codename:Dragonfly movies included on the DVD as extras and then send it back.",negative,style but no substance not as funny as it should be not as deep as it want to br br this be another in the genre of film about the difficulties of filmmaking a young filmaker be hire to finish a campy movie call codename dragonfly think barbarella or danger br br but jeremy davies be an filmmaker he no hack he an artist the movie he want to make be a diary of his life hardly br br all the character outside of jeremy davies filmmaker be as thin as character that might be interest such as his father his doppelganger or jason schwarzmann as a hack director be introduce and then show the door without add a br br this movie be full of eye candy but when compare to other film about filmmakers such as stardust memories or it pal in comparison those movies be funny provocative with character those movies have lessons that apply outside br br the movie want to be comic and campy but its just derivative and there be not one funny scene the filmmakers describe it as a but what the satirical target the actors say it an homage but i think i would rather a version of codename br br coppola be clearly amuse by the set as be evident by the visual humor of the movie within a movie but he fail to share why we should be br br outside of the movie its just a mess there be continuity errors the filmmaker choose a weapon after its already be choose what br br just because he have a scene be the filmmaker be confront by the critics complain about the lack of story lack of a point a scene where he admit empty cleverness do not mean that he have address those br br i guess if your roman coppola you can get away with make a movie about an idealistic filmmaker who do know what he want to say and so end up say nothing in that sense it may be consider br br i would watch it at circuit city on a wall full of tvs if i have a choice watch the codename dragonfly movies include on the dvd as extras and then send it back
"It could have been a morbidly fascinating look at the life of one of America's most notorious serial killers, but sadly it doesn't even come close. Terrible editing, direction, bad acting, you name it. This movie is literally about 10 minutes of plot stretched into 100. The only redeeming quality is Bruce Davidson as the father, but that's not nearly enough to save this stinker. A 1 out of 10.",negative,it could have be a morbidly fascinate look at the life of one of america most notorious serial killers but sadly it do even come close terrible edit direction bad act you name it this movie be literally about minutes of plot stretch into the only redeem quality be bruce davidson as the father but that not nearly enough to save this stinker a out of
"The Camals Are Coming is a rather disappointing British comedy from 1934. I purchased this because I like desert adventures and states on the box that it is a drama. It certainly isn't.<br /><br />It is about a couple who head for Egypt to capture some desert drug smugglers.<br /><br />This would have been much better if it had been done as a drama instead of a comedy, which lets it down a lot. It is quite silly in parts. Depsite this, there are some good action and location scenes.<br /><br />The cast is lead by Jack Hulbert with Anna Lee as the love interest.<br /><br />One viewing is enough for this movie. Overall, a disappointment.<br /><br />Rating: 2 stars out of 5.",negative,the camals be come be a rather disappoint british comedy from i purchase this because i like desert adventure and state on the box that it be a drama it certainly br br it be about a couple who head for egypt to capture some desert drug br br this would have be much better if it have be do as a drama instead of a comedy which let it down a lot it be quite silly in part depsite this there be some good action and location br br the cast be lead by jack hulbert with anna lee as the love br br one view be enough for this movie overall a br br rat star out of
"How can ANYBODY give this anything higher than a '1'?<br /><br />I thought ""Manos, the Hands of Fate"" would forever be the worst movie ever to impinge itself upon my optic nerve. Indeed, I didn't think anything COULD be worse.<br /><br />I was wrong. ""Galaxina"" is that rare movie where EVERY SINGLE ELEMENT of it is achingly, agonizingly, blindingly bad. How often have you watched a movie and commented, ""Who the hell LIT this thing?"" From lighting to soundtrack to effects to script to acting to cinematography to . . . well, EVERYTHING, this movie is absolutely unendurable. It's so bad, I couldn't even tell for some time if it was the worst comedy or the worst drama I'd ever seen.<br /><br />It's too bad even to be laughable. I'd sooner eat a platefull of broken glass than sit through it again.",negative,how can anybody give this anything higher than a br br i think manos the hand of fate would forever be the worst movie ever to impinge itself upon my optic nerve indeed i do think anything could be br br i be wrong galaxina be that rare movie where every single element of it be achingly agonizingly blindingly bad how often have you watch a movie and comment who the hell light this thing from light to soundtrack to effect to script to act to cinematography to well everything this movie be absolutely unendurable it so bad i could even tell for some time if it be the worst comedy or the worst drama i ever br br it too bad even to be laughable i sooner eat a platefull of break glass than sit through it again
"Well...it's about time! Van Damme is back and kicking in this action thriller that's his best film in recent years. The plot isn't too inventive but the whole border patrol theme is interesting and the ex-marines as drug smugglers twist is cool. But what makes this movie awesome is the fact that Van Damme is back to doing martial arts again. His latest films have been more acting oriented, but in ""The Shepard"", JCVD is back to dropping the bad guys and looks to be in excellent shape. There are some impressive fight scenes and Van Damme shows he can still pull out the old famous 360-spinning heel kick. For being a low-budget action movie, it does have good sets and great stunts. Van Damme says some humorous lines and shows that he's improving as an actor. I'm glad he's back to dealing out some Van Damage...i've been let down by the lack of fighting in his recent films. Scott Adkins is great in his role and Van Damme and him have a 1 on 1 showdown at the end. Overall, it's one of Van Damme's better films and it will keep you entertained. A must rent for JCVD fans. I'm just keeping my fingers crossed for another martial arts epic like ""Bloodsport"" or ""Kickboxer"". Nok Su Kow!",positive,well it about time van damme be back and kick in this action thriller that his best film in recent years the plot be too inventive but the whole border patrol theme be interest and the as drug smugglers twist be cool but what make this movie awesome be the fact that van damme be back to do martial arts again his latest film have be more act orient but in the shepard jcvd be back to drop the bad guy and look to be in excellent shape there be some impressive fight scenes and van damme show he can still pull out the old famous heel kick for be a action movie it do have good set and great stunt van damme say some humorous line and show that he improve as an actor i glad he back to deal out some van damage i be let down by the lack of fight in his recent film scott adkins be great in his role and van damme and him have a on showdown at the end overall it one of van damme better film and it will keep you entertain a must rent for jcvd fan i just keep my finger cross for another martial arts epic like bloodsport or kickboxer nok su kow
"I'm really not going to waste my time with in depth analysis, i'm just going to say that i'm extremely disappointed that Catherine Zeta-Jones made the mistake of being in the main role in this absurd, nonsense, in this full of clichés boring to death thoughtless pathetic try in film-making! There is no point in trying to find the positive sides of this movie, because as a whole it is poor in every single way, and the saddest thing is that Zeta-Jones is dragged so uncompromisingly into the clichés, that she has absolutely no chance of showing even 1% of her talent!<br /><br />Avoid this movie even at the opportunity of spending the night at home starring at the wall!!!",negative,i really not go to waste my time with in depth analysis i just go to say that i extremely disappoint that catherine make the mistake of be in the main role in this absurd nonsense in this full of clichés bore to death thoughtless pathetic try in there be no point in try to find the positive side of this movie because as a whole it be poor in every single way and the saddest thing be that be drag so uncompromisingly into the clichés that she have absolutely no chance of show even of her talent br br avoid this movie even at the opportunity of spend the night at home star at the wall
"For those of you out there who have seen this pic on VHS, I would recommend the DVD. In fact the VHS is utter rubbish. The main reason is that the film was shot widescreen (2.55:1) and the producers ran out of money making the VHS version and released it as 4:3. The result is that several actors are not on screen at all, and in many drag races, less than half the cars are showing since one is on each side of the screen. The DVD is actually a reasonable version of the film.<br /><br />A lot of the best scenes in the film were cut before the final release. They were viewed as being too offensive to minority groups. In fact the prospect of a US release caused even more cuts in the film. For example, the Americans reputedly did not understand words such as Petrol & Strides. <br /><br />Mike's dad and mum were meant to be hippies. The dad survives in the film as a wasted dope smoking guitarist. But the following scene with the mum was cut. The scene took place in the roof space of the house which was lined with aluminium foil, fluoro lights and filled with plants... you get the picture. The producers had rounded up a lot of real plants for the foreground and when they saw the result on the big sheet, they freaked and the scene was cut. Cowards!<br /><br />Yes, the film is noted as an Australian cult classic. Voted #2 in Street machines best 100 films of all time, narrowly missing out to Mad Max ll. The latter had over 10 times the budget of ROE. In fact the budget on ROE was so small that the director could not afford to wreck any of the cars... even though there would have been a public outcry if anyone had wrecked a real HO. (compare that with Smoky and the Bandit or Blues Bros where dozens of cars were wrecked.) <br /><br />So there's one real GTHO and two fakes. One of the fakes was bought from the local indigenous community in Cobar after the standby GTHO crashed into the back of the Country Boy's truck. (That was unscripted! The car was meant to burst out from the side of the truck.) Because the budget was so tight, the car was made up with ordinary brown masking tape instead of the painted on gold trim of the real thing.<br /><br />The 55 chev is absolutely real. The car began as a very plain 4 door and was brilliantly and quickly converted to the blown '55 in the film. The motor was a marinised 545 which made around 1000 bhp. This was reduced to around 600 for the filming. The car was able to easily to 170 mph as show in several scenes in the film. <br /><br />Just for the record, anyone with $12,000 could have picked up ALL the cars after the film. The HO, the Dodge, the '53 Ute, Rammer's 53 Chev... the lot. Wonder where they are now?<br /><br />SW",positive,for those of you out there who have see this pic on vhs i would recommend the dvd in fact the vhs be utter rubbish the main reason be that the film be shoot widescreen and the producers run out of money make the vhs version and release it as the result be that several actors be not on screen at all and in many drag race less than half the cars be show since one be on each side of the screen the dvd be actually a reasonable version of the br br a lot of the best scenes in the film be cut before the final release they be view as be too offensive to minority group in fact the prospect of a us release cause even more cut in the film for example the americans reputedly do not understand word such as petrol stride br br mike dad and mum be mean to be hippies the dad survive in the film as a waste dope smoke guitarist but the follow scene with the mum be cut the scene take place in the roof space of the house which be line with aluminium foil fluoro light and fill with plant you get the picture the producers have round up a lot of real plant for the foreground and when they saw the result on the big sheet they freak and the scene be cut cowards br br yes the film be note as an australian cult classic vote in street machine best film of all time narrowly miss out to mad max ll the latter have over time the budget of roe in fact the budget on roe be so small that the director could not afford to wreck any of the cars even though there would have be a public outcry if anyone have wreck a real ho compare that with smoky and the bandit or blue bros where dozens of cars be wreck br br so there one real gtho and two fake one of the fake be buy from the local indigenous community in cobar after the standby gtho crash into the back of the country boy truck that be unscripted the car be mean to burst out from the side of the truck because the budget be so tight the car be make up with ordinary brown mask tape instead of the paint on gold trim of the real br br the chev be absolutely real the car begin as a very plain door and be brilliantly and quickly convert to the blow in the film the motor be a marinised which make around bhp this be reduce to around for the film the car be able to easily to mph as show in several scenes in the film br br just for the record anyone with could have pick up all the cars after the film the ho the dodge the ute rammer chev the lot wonder where they be now br br sw
"This movie was kind of interesting...I had to watch it for a college class about India, however the synopsis tells you this movie is about one thing when it doesn't really contain much cold, hard information on those details. It is not really true to the synopsis until the very end where they sloppily try to tie all the elements together. The gore factor is superb, however. Even right at the very beginning, you want to look away because the gore is pretty intense. Only watch this movie if you want to see some cool gore, because the plot is thin and will make you sad that you wasted time listening to it. I've seen rumors on other websites about this movie being based on true events, however you can not find any information about it online...so basically this movie was a waste of time to watch.",negative,this movie be kind of interest i have to watch it for a college class about india however the synopsis tell you this movie be about one thing when it do really contain much cold hard information on those detail it be not really true to the synopsis until the very end where they sloppily try to tie all the elements together the gore factor be superb however even right at the very begin you want to look away because the gore be pretty intense only watch this movie if you want to see some cool gore because the plot be thin and will make you sad that you waste time listen to it i see rumor on other websites about this movie be base on true events however you can not find any information about it online so basically this movie be a waste of time to watch
There was no characterization in this movie and really shows how much this talentless hack who directed this needs to learn his craft. All his characters in this movie were so unlikable and I could care less. The best point in this movie was the end credits and the hour long shower after this cause I felt so damn dirty that I wasted money on this stinking load. Hey genius....triads and yakuza are from two different places learn something about Asian culture. The dog scene in this felt so tacked on and useless. This DVD does prove useful I do love my new coaster.<br /><br />So kids don't waste your cash on this crap buy Hostel instead.,negative,there be no characterization in this movie and really show how much this talentless hack who direct this need to learn his craft all his character in this movie be so unlikable and i could care less the best point in this movie be the end credit and the hour long shower after this cause i felt so damn dirty that i waste money on this stink load hey genius triads and yakuza be from two different place learn something about asian culture the dog scene in this felt so tack on and useless this dvd do prove useful i do love my new br br so kid do waste your cash on this crap buy hostel instead
"I saw ""Shiner"" on DVD. While I was watching it, I thought, ""This is a really bad porn flick without the porn."" I also thought, ""Whoever wrote this has some real issues."" Then I watched the director/writer Carlson explain his process as a special feature. Yeah, it was real special.<br /><br />The emphasis of the film is placed on two alcoholic losers who hit each other to get off. They are marginally attractive. There is frontal and full nudity. These factors probably account for the film being seen at all.<br /><br />The most upsetting element of the film is the gay bashing and the subsequent further gay bashing of the same victim who tries ineptly to exact revenge from his assailants, the two drunken losers. Not only is the subject handled absurdly and badly from a technical point of view, but the acting is horrendously bad.<br /><br />Then there's the boxer-stalker theme. This is really insane, not just absurd. This hunky boxer is somehow traumatized by the persistent attentions of a fleshy momma's boy who works at his gym's parking lot. This is in LA, mind you. The boxer is so traumatized that he turns up at the stalker's house, strips in front of him and gets excited in the process.<br /><br />Well, all I can say is, why would a boxer who is at heart an exhibitionist be so traumatized by the attention of a stalker? It simply makes no sense. And, I'm afraid, some psycho-dynamics actually do make sense, if you take the time to read about them. However, bad scripts seldom make sense at all.<br /><br />The director/writer seems to have thought that this film represents a considerable minority within the gay community. Well, he may be correct, I suppose. We may never know, since that minority would be so dysfunctional they would hardly be able to get organized enough to ever get to an obscure gay film festival or DVD store, the only two places they could possibly find this turkey. Thank goodness for that.",negative,i saw shiner on dvd while i be watch it i think this be a really bad porn flick without the porn i also think whoever write this have some real issue then i watch the carlson explain his process as a special feature yeah it be real br br the emphasis of the film be place on two alcoholic losers who hit each other to get off they be marginally attractive there be frontal and full nudity these factor probably account for the film be see at br br the most upset element of the film be the gay bash and the subsequent further gay bash of the same victim who try ineptly to exact revenge from his assailants the two drunken losers not only be the subject handle absurdly and badly from a technical point of view but the act be horrendously br br then there the theme this be really insane not just absurd this hunky boxer be somehow traumatize by the persistent attentions of a fleshy momma boy who work at his gym park lot this be in la mind you the boxer be so traumatize that he turn up at the stalker house strip in front of him and get excite in the br br well all i can say be why would a boxer who be at heart an exhibitionist be so traumatize by the attention of a stalker it simply make no sense and i afraid some actually do make sense if you take the time to read about them however bad script seldom make sense at br br the seem to have think that this film represent a considerable minority within the gay community well he may be correct i suppose we may never know since that minority would be so dysfunctional they would hardly be able to get organize enough to ever get to an obscure gay film festival or dvd store the only two place they could possibly find this turkey thank goodness for that
"Why remake the original ""Assault""? To my mind ""Assault"" was Carpenter's true masterpiece. It had all the elements good Carpenter movies contain. External threat on a small group of individuals. People taking the challenge because they are forced to do so. Isolation! Just remember, the guns in Carpenter's original made no sound, being thus a lot more threatening than conventional devices. And now this remake. Concentrating on ""main character I""s psychology and on his relation to main character II (the evil but honorable). The anonymous threat in the Carpenter movie replaced by a rather conventional conspiracy/corruption background. The ""remakers"" just didn't understand the main plot of the original. And thus produced something pretty ordinary.",negative,why remake the original assault to my mind assault be carpenter true masterpiece it have all the elements good carpenter movies contain external threat on a small group of individuals people take the challenge because they be force to do so isolation just remember the gun in carpenter original make no sound be thus a lot more threaten than conventional devices and now this remake concentrate on main character i s psychology and on his relation to main character ii the evil but honorable the anonymous threat in the carpenter movie replace by a rather conventional background the remakers just do understand the main plot of the original and thus produce something pretty ordinary
"I am a big Gone With The Wind nut but I was disappointed that both Gone With The Wind the movie and Scarlett the mini series are so different from the books. Gone With The Wind left so many things out in the movie that were in the book and they did the same with Scarlett. Both were good movies, but I really liked both books better. There were so many characters left out of Scarlett, and the ages of some characters didn't seem to match up with the book. The time lines don't match up either. Scarlett realizes she is pregnant on the ship to Ireland in the book, but she realizes it when she is throwing up while in Savahanna. Also Sally is made out to be an ugly monkey like woman in the book and the movie casted Jean Smart to play her, who is obviously not an ugly woman. Over all, Scarlett is a good movie, and it helps anyone who was disappointed in the way Gone With The Wind ended, to see what might have happened if Margaret Mitchell had lived to write a sequel herself.",positive,i be a big go with the wind nut but i be disappoint that both go with the wind the movie and scarlett the mini series be so different from the book go with the wind leave so many things out in the movie that be in the book and they do the same with scarlett both be good movies but i really like both book better there be so many character leave out of scarlett and the age of some character do seem to match up with the book the time line do match up either scarlett realize she be pregnant on the ship to ireland in the book but she realize it when she be throw up while in savahanna also sally be make out to be an ugly monkey like woman in the book and the movie cast jean smart to play her who be obviously not an ugly woman over all scarlett be a good movie and it help anyone who be disappoint in the way go with the wind end to see what might have happen if margaret mitchell have live to write a sequel herself
"The first of five St Trinian's films (although the last is usually discounted) was based around artist Ronald Searle's schoolgirl characters, and features the wonderful Alastair Sim in drag as Millicent Fritton, headmistress, as well as her own brother. Much of the humour is dated, yet curiously touching and outrageous in today's PC world - the girls drink, gamble, smoke and are later sold off to rich Arabs, yet always remain in charge, defeating bureaucrats, police, judges and other establishment figures as they maraud across England. Perhaps because the films have been so regularly seen on TV, St Trinians still inspires fancy dress parties and club nights. The films have recurring characters that include PC Ruby Gates (Joyce Grenfell) and Flash Harry (George Cole). The precursor to the entire series is a charming film called 'The Happiest Days Of Your Life' (1950).",positive,the first of five st trinian film although the last be usually discount be base around artist ronald searle schoolgirl character and feature the wonderful alastair sim in drag as millicent fritton headmistress as well as her own brother much of the humour be date yet curiously touch and outrageous in today pc world the girls drink gamble smoke and be later sell off to rich arabs yet always remain in charge defeat bureaucrats police judge and other establishment figure as they maraud across england perhaps because the film have be so regularly see on tv st trinians still inspire fancy dress party and club nights the film have recur character that include pc ruby gate joyce grenfell and flash harry george cole the precursor to the entire series be a charm film call happiest days of your life
"There have been some harsh criticisms of Comanche Moon on IMDb. I think this is for three reasons. First, purists are disappointed that the mini-series is not exactly like the book. Second, it's not as good as the original Lonesome Dove. Finally, people like to complain on IMDb and the greatest films in the world will have bad comments.<br /><br />I would like to say that no movie is going to be as good as the book. That's just the way it is. Lonesome Dove wasn't as good as the novel it was based on. Additionally, the movie of Lonesome Dove had some things left out ans switched around. That's just they way its going to be with a film adaptation of anything. So its a futile argument when looking at Comanche Moon.<br /><br />I do agree it's not as good as the original Dove. But hey, nothing is. I know people that guide their lives by the lessons they learned from the Dove. If I was going to compare every book I read, movie I watched, and TV I viewed by Lonesome Dove; I would be perpetually unhappy.<br /><br />This is a made for TV miniseries based on a prequel to Lonesome Dave (the novel) and sequel to Dead man's Walk, and that's what you get. It's the best TV I've seen in years. It's a fun set up for Lonesome Dove. We get to learn about the history of the Rangers we came to know and love in Dove. Zahn does an amazing job in recreating Gus McCrae. Elizabeth Banks and Linda Forenelli (sp?) also do great jobs as creating characters that help fill in the past of the rangers and Newt.<br /><br />If/when it comes on again, I promise you'll enjoy it more than some crumby reality show.",positive,there have be some harsh criticisms of comanche moon on imdb i think this be for three reason first purists be disappoint that the be not exactly like the book second it not as good as the original lonesome dive finally people like to complain on imdb and the greatest film in the world will have bad br br i would like to say that no movie be go to be as good as the book that just the way it be lonesome dive be as good as the novel it be base on additionally the movie of lonesome dive have some things leave out ans switch around that just they way its go to be with a film adaptation of anything so its a futile argument when look at comanche br br i do agree it not as good as the original dive but hey nothing be i know people that guide their live by the lessons they learn from the dive if i be go to compare every book i read movie i watch and tv i view by lonesome dive i would be perpetually br br this be a make for tv miniseries base on a prequel to lonesome dave the novel and sequel to dead man walk and that what you get it the best tv i see in years it a fun set up for lonesome dive we get to learn about the history of the rangers we come to know and love in dive zahn do an amaze job in recreate gus mccrae elizabeth bank and linda forenelli sp also do great job as create character that help fill in the past of the rangers and br br it come on again i promise you enjoy it more than some crumby reality show
"Contrary to most other comments about ""Syriana"" on the IMDb web-site, I and my family found watching this film on DVD at home a complete waste of time and space.<br /><br />In short, this was a film based on a script whose writer was being too clever by far. Rather than trying to tell a complex story in an intelligent and clear manner, it was assumed that constantly throwing mostly vague and hard to connect with each other 30-second vignettes of different story-lines from a dozen or so ""story-lines"" at the audience made for great and clear viewing. No, sir, it does not. What does make for great viewing is total clarity, precision, plots and story-lines - and characterisations - which have a beginning, a middle, and an end.<br /><br />This kind of cinematic presentation - akin to the Dim Sum experience in a Chinese restaurant - is pretentious and unintelligent in the extreme.<br /><br />Thank goodness, then, for the TV and DVD presentations of the Hollywood and British film noirs of the 1940s and 1950s whose writers, director, and actors knew the value of clear story telling, diction, and acting that meant something.<br /><br />This is one DVD that this family will not be sitting through again.",negative,contrary to most other comment about syriana on the imdb i and my family find watch this film on dvd at home a complete waste of time and br br in short this be a film base on a script whose writer be be too clever by far rather than try to tell a complex story in an intelligent and clear manner it be assume that constantly throw mostly vague and hard to connect with each other vignettes of different from a dozen or so at the audience make for great and clear view no sir it do not what do make for great view be total clarity precision plot and and characterisations which have a begin a middle and an br br this kind of cinematic presentation akin to the dim sum experience in a chinese restaurant be pretentious and unintelligent in the br br thank goodness then for the tv and dvd presentations of the hollywood and british film noirs of the and whose writers director and actors know the value of clear story tell diction and act that mean br br this be one dvd that this family will not be sit through again
"This film is a calculated attempt to cash in the success of Sex in the City and Four Weddings and a Funeral. In fact, if they'd called it Sex at a Funeral, they might have done better at the box office.<br /><br />But the film falls between two stools and can't get up. The characters spout improbably bright dialog, but never act in any way remotely recognizable as human. One arbitrary, senseless action follows another to advance what passes for a plot, and one soon tires of the falsity of the whole enterprise.<br /><br />Andie MacDowell gets points for acting her little heart out, but the performing honors are stolen by Imelda Staunton, as of all things, a police detective (don't they have a height requirement over there?). Ms. Staunton seems unable to make a false move. Would that we could say the same about the writer-director.<br /><br />If Notting Hill annoyed you as being bogus, stay away from this one. Phonus bolognus on the half-shell.",negative,this film be a calculate attempt to cash in the success of sex in the city and four weddings and a funeral in fact if they call it sex at a funeral they might have do better at the box br br but the film fall between two stool and ca get up the character spout improbably bright dialog but never act in any way remotely recognizable as human one arbitrary senseless action follow another to advance what pass for a plot and one soon tire of the falsity of the whole br br andie macdowell get point for act her little heart out but the perform honor be steal by imelda staunton as of all things a police detective do they have a height requirement over there staunton seem unable to make a false move would that we could say the same about the br br if notting hill annoy you as be bogus stay away from this one phonus bolognus on the
"Not worth the video rental or the time or the occasional efforts.<br /><br />*Makeup that a child can do. *Acting was over done...poor directing. *Editing was very choppy...many things made no sense or just seemed gratuitous. *Sound was badly dubbed. *Music was highly inappropriate. *Casting was extremely off...must have been on crack. *Zombies that talk let alone...drive, dance, work...just pisses me off. *And the bad guy...Holy Crap! As horribly casted as he was...he was the best looking zombie of all. Which doesn't say much.<br /><br />The Cover Art was good but very deceiving...as was the Main Menu of the DVD...great artwork and music.<br /><br />DON""T BOTHER!",negative,not worth the video rental or the time or the occasional br br makeup that a child can do act be over do poor direct edit be very choppy many things make no sense or just seem gratuitous sound be badly dub music be highly inappropriate cast be extremely off must have be on crack zombies that talk let alone drive dance work just piss me off and the bad guy holy crap as horribly cast as he be he be the best look zombie of all which do say br br the cover art be good but very deceive as be the main menu of the dvd great artwork and br br don t bother
"When commenting on this film, one must realise that it is based on a true story, and must therefore be reviewed for the quality and accuracy of it's portrayal of the events, as well as its entertainment value. It may well be implausible that Jack Shepherd should surrender twice to Jack Wild because Wild had captured Edgeworth Bess. None the less, it happened. It must also be noted that the director was young and inexperienced, which explains why he relied upon tried and tested techniques. There were occasions when Clavell did not have the confidence to follow the script as written. The film would be better if he had. And yes, I used to have a copy of the script (Stanley Baker's copy - one of five), which I returned recently to my father, Rafe Newhouse, the writer.",positive,when comment on this film one must realise that it be base on a true story and must therefore be review for the quality and accuracy of it portrayal of the events as well as its entertainment value it may well be implausible that jack shepherd should surrender twice to jack wild because wild have capture edgeworth bess none the less it happen it must also be note that the director be young and inexperienced which explain why he rely upon try and test techniques there be occasion when clavell do not have the confidence to follow the script as write the film would be better if he have and yes i use to have a copy of the script stanley baker copy one of five which i return recently to my father rafe newhouse the writer
"when I first heard about this movie, I noticed it was one of the most controversial films of the 1970s. I noticed the music was by Elton John, so I figured I had nothing to loose, so I got it. What a Surprise!!! The movie was awesome. It was true love is all about. The characters (Paul and Michelle) had no luxuries, no money, and sometimes no food, yet they were still happy. I recommended this film to all my friends, but they all critized my tastes, and even called me names, becuase the movie featured two minors naked. I think that only made the movie more realistic. The cinematography was great and it only come to show the great abilities of director Lewis Gilbert",positive,when i first hear about this movie i notice it be one of the most controversial film of the i notice the music be by elton john so i figure i have nothing to loose so i get it what a surprise the movie be awesome it be true love be all about the character paul and michelle have no luxuries no money and sometimes no food yet they be still happy i recommend this film to all my friends but they all critized my taste and even call me name becuase the movie feature two minors naked i think that only make the movie more realistic the cinematography be great and it only come to show the great abilities of director lewis gilbert
